NCBI_GeneID_pig	NCBI_GeneID_human	Ensembl_GeneID_pig	Ensembl_GeneID_human	geneName_pig	geneName_human
100626125	55616	ENSSSCG00000028108	ENSG00000088280	ASAP3	ASAP3
100521421	51566	ENSSSCG00000040281	ENSG00000102401	ARMCX3	ARMCX3
	1176	ENSSSCG00000035248	ENSG00000177879		AP3S1
396625	2936	ENSSSCG00000015844	ENSG00000104687	GSR	GSR
100623087	388284	ENSSSCG00000021711	ENSG00000159761	C16orf86	C16orf86
		ENSSSCG00000047713			
100625522	9392	ENSSSCG00000024636	ENSG00000135966	TGFBRAP1	TGFBRAP1
100518969	3229	ENSSSCG00000000279	ENSG00000123364	HOXC13	HOXC13
100156861	10565	ENSSSCG00000006201	ENSG00000066777	ARFGEF1	ARFGEF1
100155237	2824	ENSSSCG00000012126	ENSG00000046653	GPM6B	GPM6B
100518782	3228	ENSSSCG00000000281	ENSG00000123407	HOXC12	HOXC12
100037982	54543	ENSSSCG00000015384	ENSG00000196683	TOMM7	TOMM7
100154102	8634	ENSSSCG00000006865	ENSG00000137996	RTCA	RTCA
100628033	3227	ENSSSCG00000028104	ENSG00000123388	HOXC11	HOXC11
100627580	401207	ENSSSCG00000014250	ENSG00000164241	C5orf63	C5orf63
100514153	4670	ENSSSCG00000013602	ENSG00000099783	HNRNPM	HNRNPM
100521941	9823	ENSSSCG00000012510	ENSG00000184867	ARMCX2	ARMCX2
100156356	253143	ENSSSCG00000010033	ENSG00000183530	PRR14L	PRR14L
		ENSSSCG00000047678			
100524685	23266	ENSSSCG00000003761	ENSG00000117114	ADGRL2	ADGRL2
100153917	84189	ENSSSCG00000009486	ENSG00000184564	SLITRK6	SLITRK6
100525281	80270	ENSSSCG00000032369	ENSG00000099377	HSD3B7	HSD3B7
100628125	3226	ENSSSCG00000022728	ENSG00000180818	HOXC10	HOXC10
		ENSSSCG00000010954			
100520565	55200	ENSSSCG00000000709	ENSG00000008323	PLEKHG6	PLEKHG6
100623376	81577	ENSSSCG00000024750	ENSG00000141098	GFOD2	GFOD2
100736943	11250	ENSSSCG00000025772	ENSG00000135973	GPR45	GPR45
100154227	79811	ENSSSCG00000004592	ENSG00000137776	SLTM	SLTM
100513839	89891	ENSSSCG00000005655	ENSG00000119333	DYNC2I2	DYNC2I2
106510295	3225	ENSSSCG00000034474	ENSG00000180806	HOXC9	HOXC9
		ENSSSCG00000024956			
110261113	1870	ENSSSCG00000032710	ENSG00000007968	E2F2	E2F2
100522799	114818	ENSSSCG00000008593	ENSG00000119771	KLHL29	KLHL29
		ENSSSCG00000046127			
100511747	9739	ENSSSCG00000007782	ENSG00000099381	SETD1A	SETD1A
397386	3623	ENSSSCG00000020771	ENSG00000123999	INHA	INHA
100513635	54960	ENSSSCG00000012127	ENSG00000046647	GEMIN8	GEMIN8
100519174	54020	ENSSSCG00000012087	ENSG00000160190	SLC37A1	SLC37A1
100522358	83851	ENSSSCG00000005098	ENSG00000139973	SYT16	SYT16
100624945	64965	ENSSSCG00000028020	ENSG00000135972	MRPS9	MRPS9
100739594	3224	ENSSSCG00000038644	ENSG00000037965	HOXC8	HOXC8
100623383	1207	ENSSSCG00000014881	ENSG00000074201	CLNS1A	CLNS1A
		ENSSSCG00000049675			
100513628	2961	ENSSSCG00000015845	ENSG00000197265	GTF2E2	GTF2E2
	1329	ENSSSCG00000033995	ENSG00000135940		COX5B
100620255	84668	ENSSSCG00000015386	ENSG00000122591	FAM126A	FAM126A
100626978	3399	ENSSSCG00000039514	ENSG00000117318	ID3	ID3
		ENSSSCG00000037185	ENSG00000269891		ARHGAP19-SLIT1
100153087	56001	ENSSSCG00000028913	ENSG00000269405		NXF2
100736565	93129	ENSSSCG00000007770	ENSG00000175938	ORAI3	ORAI3
100154209	57552	ENSSSCG00000011755	ENSG00000144959	NCEH1	NCEH1
		ENSSSCG00000041512			
100520977	9912	ENSSSCG00000018019	ENSG00000006740	ARHGAP44	ARHGAP44
100155909	26050	ENSSSCG00000009488	ENSG00000165300	SLITRK5	SLITRK5
100156530	1629	ENSSSCG00000006866	ENSG00000137992	DBT	DBT
	4942	ENSSSCG00000032766	ENSG00000065154		OAT
		ENSSSCG00000047196			
100156538	4123	ENSSSCG00000001881	ENSG00000140400	MAN2C1	MAN2C1
		ENSSSCG00000044443			
100520613	57610	ENSSSCG00000021803	ENSG00000141084	RANBP10	RANBP10
100517183	51280	ENSSSCG00000010955	ENSG00000135052	GOLM1	GOLM1
100515883	133619	ENSSSCG00000014252	ENSG00000164244	PRRC1	PRRC1
		ENSSSCG00000044002			
100620936	55975	ENSSSCG00000038469	ENSG00000122550	KLHL7	KLHL7
		ENSSSCG00000037043			
		ENSSSCG00000043862			
		ENSSSCG00000038035			
110256991	114790	ENSSSCG00000032964	ENSG00000144589	STK11IP	STK11IP
100154744	51218	ENSSSCG00000002496	ENSG00000182512	GLRX5	GLRX5
		ENSSSCG00000043274			
102167879	100507341	ENSSSCG00000033236	ENSG00000253457	SMIM18	SMIM18
100505460	7873	ENSSSCG00000032914	ENSG00000145050	MANF	MANF
		ENSSSCG00000049418			
100621146	11097	ENSSSCG00000023793	ENSG00000136243	NUP42	NUP42
100515134	130827	ENSSSCG00000008150	ENSG00000170417	TMEM182	TMEM182
		ENSSSCG00000005656			
100155987	23223	ENSSSCG00000010514	ENSG00000052749	RRP12	RRP12
100519215	29890	ENSSSCG00000011420	ENSG00000259956	RBM15B	RBM15B
100627932	3223	ENSSSCG00000030585	ENSG00000197757	HOXC6	HOXC6
100156438	2187	ENSSSCG00000012130	ENSG00000181544	FANCB	FANCB
100736605	54620	ENSSSCG00000028186	ENSG00000099364	FBXL19	FBXL19
100623721	127495	ENSSSCG00000006867	ENSG00000122477	LRRC39	LRRC39
100127144	5152	ENSSSCG00000030016	ENSG00000160191	PDE9A	PDE9A
100127151	282679	ENSSSCG00000014880	ENSG00000178301	AQP11	AQP11
100520430	55815	ENSSSCG00000002767	ENSG00000102904	TSNAXIP1	TSNAXIP1
	54596	ENSSSCG00000047227	ENSG00000240563		L1TD1
100152707		ENSSSCG00000040798	ENSG00000273049		
100525932	9623	ENSSSCG00000002497	ENSG00000213231	TCL1B	TCL1B
448855	3669	ENSSSCG00000024867	ENSG00000172183	ISG20	ISG20
100151894	84460	ENSSSCG00000012512	ENSG00000166432	ZMAT1	ZMAT1
100152679	23236	ENSSSCG00000007056	ENSG00000182621	PLCB1	PLCB1
110256332	1894	ENSSSCG00000035746	ENSG00000114346	ECT2	ECT2
100155341	79661	ENSSSCG00000001882	ENSG00000140398	NEIL1	NEIL1
		ENSSSCG00000051159			
100626073	84804	ENSSSCG00000038714	ENSG00000135953	MFSD9	MFSD9
100154759	3221	ENSSSCG00000038993	ENSG00000198353	HOXC4	HOXC4
100156364	8115	ENSSSCG00000002498	ENSG00000100721		TCL1A
100520804	60528	ENSSSCG00000028465	ENSG00000006744	ELAC2	ELAC2
100514545	11030	ENSSSCG00000015846	ENSG00000157110	RBPMS	RBPMS
100522657	64782	ENSSSCG00000005102	ENSG00000181026	AEN	AEN
100217384	51773	ENSSSCG00000014882	ENSG00000048649	RSF1	RSF1
100152416	2742	ENSSSCG00000012129	ENSG00000101958	GLRA2	GLRA2
414422	6135	ENSSSCG00000024260	ENSG00000142676	RPL11	RPL11
100049669	10457	ENSSSCG00000032241	ENSG00000136235	GPNMB	GPNMB
100513975	51257	ENSSSCG00000013601	ENSG00000099785	MARCHF2	MARCHF2
100737621	2262	ENSSSCG00000031946	ENSG00000179399	GPC5	GPC5
100101921	6549	ENSSSCG00000008153	ENSG00000115616	SLC9A2	SLC9A2
100519566	9730	ENSSSCG00000011417	ENSG00000145041	DCAF1	DCAF1
100623083	6508	ENSSSCG00000022846	ENSG00000114923	SLC4A3	SLC4A3
	1983	ENSSSCG00000027421	ENSG00000100664		EIF5
100154278	56967	ENSSSCG00000033807	ENSG00000227051		C14orf132
100153912	23583	ENSSSCG00000024221	ENSG00000123415	SMUG1	SMUG1
100154776	5223	ENSSSCG00000010517	ENSG00000171314		PGAM1
		ENSSSCG00000048838			
100152780	79848	ENSSSCG00000006202	ENSG00000104218	CSPP1	CSPP1
100521834		ENSSSCG00000005103	ENSG00000173867		
100153499	79921	ENSSSCG00000012530	ENSG00000133142		TCEAL4
100517363	60560	ENSSSCG00000010956	ENSG00000135040	NAA35	NAA35
		ENSSSCG00000007773			
102167932	54482	ENSSSCG00000006869	ENSG00000122435	TRMT13	TRMT13
100156710		ENSSSCG00000010034	ENSG00000285404		
		ENSSSCG00000034769			
100621480	340543	ENSSSCG00000028062	ENSG00000204065		TCEAL5
100520788	80152	ENSSSCG00000002768	ENSG00000102901	CENPT	CENPT
397067	928	ENSSSCG00000022230	ENSG00000010278	CD9	CD9
100737883	28971	ENSSSCG00000037251	ENSG00000087884		AAMDC
100736818	1489	ENSSSCG00000007774	ENSG00000150281	CTF1	CTF1
100519640	29941	ENSSSCG00000005657	ENSG00000160447	PKN3	PKN3
		ENSSSCG00000013600			
100155526	340542	ENSSSCG00000012514	ENSG00000184515	BEX5	BEX5
100519426	23468	ENSSSCG00000039191	ENSG00000094916	CBX5	CBX5
106508670	115416	ENSSSCG00000036722	ENSG00000156928	MALSU1	MALSU1
414415	64963	ENSSSCG00000037343	ENSG00000181991	MRPS11	MRPS11
110255240	624	ENSSSCG00000027030	ENSG00000168398	BDKRB2	BDKRB2
100153550	51013	ENSSSCG00000010518	ENSG00000171311	EXOSC1	EXOSC1
100622404	163786	ENSSSCG00000028821	ENSG00000156876	SASS6	SASS6
100620801	6924	ENSSSCG00000025440	ENSG00000011007	ELOA	ELOA
100153601	158747	ENSSSCG00000012131	ENSG00000130150	MOSPD2	MOSPD2
100516960	6558	ENSSSCG00000014255	ENSG00000064651	SLC12A2	SLC12A2
		ENSSSCG00000002501			
100620715	10785	ENSSSCG00000023078	ENSG00000160193	WDR4	WDR4
100523040	26589	ENSSSCG00000005105	ENSG00000259494	MRPL46	MRPL46
396786	389015	ENSSSCG00000008155	ENSG00000180251	SLC9A4	SLC9A4
100152086	54939	ENSSSCG00000001884	ENSG00000140365	COMMD4	COMMD4
100520245	10204	ENSSSCG00000030295	ENSG00000102898	NUTF2	NUTF2
100512005	92105	ENSSSCG00000014884	ENSG00000149262		INTS4
		ENSSSCG00000046281			
		ENSSSCG00000043601			
100620706	57095	ENSSSCG00000023495	ENSG00000057757	PITHD1	PITHD1
		ENSSSCG00000045372			
397628	51129	ENSSSCG00000013599	ENSG00000167772	ANGPTL4	ANGPTL4
100625836	9955	ENSSSCG00000038622	ENSG00000153976	HS3ST3A1	HS3ST3A1
		ENSSSCG00000012516			
100513729		ENSSSCG00000006870	ENSG00000283761		
100621977	10643	ENSSSCG00000036695	ENSG00000136231	IGF2BP3	IGF2BP3
100524551	9274	ENSSSCG00000007776	ENSG00000099385	BCL7C	BCL7C
102161333	54629	ENSSSCG00000024131	ENSG00000128923	MINDY2	MINDY2
100517818	8807	ENSSSCG00000008157	ENSG00000115607	IL18RAP	IL18RAP
397291	4887	ENSSSCG00000008993	ENSG00000185149	NPY2R	NPY2R
768103	3178	ENSSSCG00000000288	ENSG00000135486	HNRNPA1	HNRNPA1
	100996631	ENSSSCG00000031196	ENSG00000268235		TCP11X1
		ENSSSCG00000047200			
100620809	4731	ENSSSCG00000021991	ENSG00000160194		NDUFV3
102159116	10082	ENSSSCG00000009489	ENSG00000183098	GPC6	GPC6
100521863	1352	ENSSSCG00000018023	ENSG00000006695	COX10	COX10
100462716	55102	ENSSSCG00000002502	ENSG00000066739	ATG2B	ATG2B
100513588	23361	ENSSSCG00000007780	ENSG00000102870	ZNF629	ZNF629
100415806	83893	ENSSSCG00000038177	ENSG00000144962	SPATA16	SPATA16
100521132	23644	ENSSSCG00000002771	ENSG00000038358	EDC4	EDC4
100523371	338	ENSSSCG00000008595	ENSG00000084674	APOB	APOB
100737777	9953	ENSSSCG00000039318	ENSG00000125430	HS3ST3B1	HS3ST3B1
110255405	65987	ENSSSCG00000031979	ENSG00000151364		KCTD14
100158057	140462	ENSSSCG00000012132	ENSG00000102048	ASB9	ASB9
100513584	256949	ENSSSCG00000013598	ENSG00000186994	KANK3	KANK3
	64860	ENSSSCG00000012518	ENSG00000125962	ARMCX5	ARMCX5
		ENSSSCG00000041453			
100152371	84287	ENSSSCG00000010519	ENSG00000171307	ZDHHC16	ZDHHC16
100312966	10671	ENSSSCG00000038895	ENSG00000104671	DCTN6	DCTN6
100520639	23132	ENSSSCG00000011425	ENSG00000164080	RAD54L2	RAD54L2
100525348	64123	ENSSSCG00000003762	ENSG00000162618	ADGRL4	ADGRL4
		ENSSSCG00000044192			
100512730	7069	ENSSSCG00000033822	ENSG00000151365	THRSP	THRSP
100621493	11313	ENSSSCG00000023191	ENSG00000011009	LYPLA2	LYPLA2
553107	23443	ENSSSCG00000006871	ENSG00000117620	SLC35A3	SLC35A3
100514508	10444	ENSSSCG00000005659	ENSG00000160445	ZER1	ZER1
100188979	2043	ENSSSCG00000016230	ENSG00000116106	EPHA4	EPHA4
100127134	9173	ENSSSCG00000032795	ENSG00000115602	IL1RL1	IL1RL1
574066	1638	ENSSSCG00000009490	ENSG00000080166	DCT	DCT
414420	6234	ENSSSCG00000013597	ENSG00000233927	RPS28	RPS28
100154431	140456	ENSSSCG00000012133	ENSG00000165192	ASB11	ASB11
110256497	5316	ENSSSCG00000037663	ENSG00000160199	PKNOX1	PKNOX1
110256114	5376	ENSSSCG00000037832	ENSG00000109099	PMP22	PMP22
		ENSSSCG00000045119			
100518857	23287	ENSSSCG00000010957	ENSG00000135049	AGTPBP1	AGTPBP1
100157948	4778	ENSSSCG00000000289	ENSG00000123405	NFE2	NFE2
100622446	123904	ENSSSCG00000048594	ENSG00000188038	NRN1L	NRN1L
100513030	100532726	ENSSSCG00000039494	ENSG00000259112	NDUFC2	NDUFC2-KCTD14
110259657	51293	ENSSSCG00000032833	ENSG00000167775	CD320	CD320
100154113	56905	ENSSSCG00000001885	ENSG00000167173	C15orf39	C15orf39
100513804	166863	ENSSSCG00000008994	ENSG00000151962	RBM46	RBM46
768110	29896	ENSSSCG00000015387	ENSG00000164548	TRA2A	TRA2A
100515077	9810	ENSSSCG00000007786	ENSG00000103549	RNF40	RNF40
100523039	9737	ENSSSCG00000012519	ENSG00000198932	GPRASP1	GPRASP1
100157608	64210	ENSSSCG00000010520	ENSG00000155229	MMS19	MMS19
397179	8809	ENSSSCG00000008159	ENSG00000115604	IL18R1	IL18R1
102161929	51368	ENSSSCG00000011424	ENSG00000164081	TEX264	TEX264
100522896	64518	ENSSSCG00000018028	ENSG00000125409	TEKT3	TEKT3
100513994	9227	ENSSSCG00000008995	ENSG00000121207	LRAT	LRAT
110256498	875	ENSSSCG00000040779	ENSG00000160200		CBS
100156880	5277	ENSSSCG00000012134	ENSG00000165195	PIGA	PIGA
100152913	60490	ENSSSCG00000027478	ENSG00000138621	PPCDC	PPCDC
397345	102	ENSSSCG00000004595	ENSG00000137845	ADAM10	ADAM10
100153109	619373	ENSSSCG00000015847	ENSG00000177669	MBOAT4	MBOAT4
100621999	5681	ENSSSCG00000040313	ENSG00000159792	PSKH1	PSKH1
100517301	23483	ENSSSCG00000009491	ENSG00000088451	TGDS	TGDS
100127167	79603	ENSSSCG00000013595	ENSG00000090661	CERS4	CERS4
106509756	8808	ENSSSCG00000023550	ENSG00000115598	IL1RL2	IL1RL2
100621460	90693	ENSSSCG00000029174	ENSG00000169193	CCDC126	CCDC126
		ENSSSCG00000047268			
100523279	284040	ENSSSCG00000039792	ENSG00000239704		CDRT4
100621392	2582	ENSSSCG00000027827	ENSG00000117308	GALE	GALE
100156395	80019	ENSSSCG00000010521	ENSG00000165886	UBTD1	UBTD1
100525523	10561	ENSSSCG00000003763	ENSG00000137965	IFI44	IFI44
100511030	79053	ENSSSCG00000014887	ENSG00000159063	ALG8	ALG8
100622960	23484	ENSSSCG00000038085	ENSG00000104660	LEPROTL1	LEPROTL1
100621609	1506	ENSSSCG00000023849	ENSG00000141086	CTRL	CTRL
		ENSSSCG00000044689			
100155670	2277	ENSSSCG00000012135	ENSG00000165197	VEGFD	VEGFD
397511	4916	ENSSSCG00000005106	ENSG00000140538	NTRK3	NTRK3
		ENSSSCG00000042975			
100154584	51527	ENSSSCG00000032134	ENSG00000100744		GSKIP
100521043	22871	ENSSSCG00000011756	ENSG00000169760	NLGN1	NLGN1
100520271	2912	ENSSSCG00000011423	ENSG00000164082	GRM2	GRM2
100155504	7533	ENSSSCG00000010035	ENSG00000128245	YWHAH	YWHAH
100516581	5332	ENSSSCG00000007058	ENSG00000101333	PLCB4	PLCB4
100513786	90835	ENSSSCG00000007778	ENSG00000196118	CCDC189	CCDC189
100154322	51669	ENSSSCG00000033402	ENSG00000133872	SARAF	SARAF
		ENSSSCG00000043263			
	2512	ENSSSCG00000011758	ENSG00000087086		FTL
403164	2266	ENSSSCG00000024314	ENSG00000171557	FGG	FGG
100516928	160897	ENSSSCG00000009492	ENSG00000152749	GPR180	GPR180
	26287	ENSSSCG00000010522	ENSG00000165887	ANKRD2	ANKRD2
		ENSSSCG00000044757			
100514999	8544	ENSSSCG00000012136	ENSG00000087842	PIR	PIR
		ENSSSCG00000049673			
414901	5077	ENSSSCG00000028418	ENSG00000135903	PAX3	PAX3
100192446	10926	ENSSSCG00000020870	ENSG00000006634		DBF4
100310801	5261	ENSSSCG00000007788	ENSG00000156873	PHKG2	PHKG2
		ENSSSCG00000042960			
100156765	22818	ENSSSCG00000000290	ENSG00000111481	COPZ1	COPZ1
100523415	100528062	ENSSSCG00000012521	ENSG00000158301	GPRASP2	GPRASP2
100156508	192683	ENSSSCG00000001887	ENSG00000198794	SCAMP5	SCAMP5
100152573	122481	ENSSSCG00000002504	ENSG00000140057	AK7	AK7
397113	6523	ENSSSCG00000010036	ENSG00000100170	SLC5A1	SLC5A1
	54596	ENSSSCG00000043327	ENSG00000240563		L1TD1
110256499	7307	ENSSSCG00000033653	ENSG00000160201		U2AF1
733626	5699	ENSSSCG00000031781	ENSG00000205220	PSMB10	PSMB10
100626904	3554	ENSSSCG00000008162	ENSG00000115594	IL1R1	IL1R1
100156940	178	ENSSSCG00000006872	ENSG00000162688	AGL	AGL
100520169	54662	ENSSSCG00000005660	ENSG00000107021	TBC1D13	TBC1D13
100522572	100533496	ENSSSCG00000018027	ENSG00000259024		TVP23C-CDRT4
100514374	1846	ENSSSCG00000015850	ENSG00000120875	DUSP4	DUSP4
100516528	660	ENSSSCG00000012137	ENSG00000102010	BMX	BMX
100621218	3155	ENSSSCG00000026025	ENSG00000117305	HMGCL	HMGCL
100125955	10987	ENSSSCG00000006203	ENSG00000121022	COPS5	COPS5
100513980	100862671	ENSSSCG00000035518	ENSG00000281991	TMEM265	TMEM265
		ENSSSCG00000042157			
		ENSSSCG00000008998			
100152762	414157	ENSSSCG00000046822	ENSG00000203942	C10orf62	C10orf62
	440956	ENSSSCG00000044271	ENSG00000214686	IQCF6	IQCF6
100628112	7850	ENSSSCG00000028331	ENSG00000115590	IL1R2	IL1R2
100524832	130367	ENSSSCG00000025993	ENSG00000163082	SGPP2	SGPP2
		ENSSSCG00000036551			
100511267	10964	ENSSSCG00000027660	ENSG00000137959	IFI44L	IFI44L
102158168	283219	ENSSSCG00000033506	ENSG00000188997	KCTD21	KCTD21
		ENSSSCG00000049278	ENSG00000285749		
100144303	59272	ENSSSCG00000012138	ENSG00000130234	ACE2	ACE2
100514159	10847	ENSSSCG00000007789	ENSG00000080603		SRCAP
110256286	1409	ENSSSCG00000038816	ENSG00000160202		CRYAA
100153961	112817	ENSSSCG00000010523	ENSG00000241935	HOGA1	HOGA1
100156967	9377	ENSSSCG00000024316	ENSG00000178741	COX5A	COX5A
397376	6527	ENSSSCG00000010039	ENSG00000100191	SLC5A4	SLC5A4
		ENSSSCG00000025367			
100621546	55972	ENSSSCG00000026177	ENSG00000075303	SLC25A40	SLC25A40
100523091		ENSSSCG00000018026	ENSG00000251537		
		ENSSSCG00000048252			
100154727	24141	ENSSSCG00000007062	ENSG00000125869	LAMP5	LAMP5
		ENSSSCG00000000291			
100625395	57558	ENSSSCG00000014892	ENSG00000118369	USP35	USP35
100523224	100528062	ENSSSCG00000012520	ENSG00000286237		ARMCX5-GPRASP2
	389123	ENSSSCG00000023824	ENSG00000184345	IQCF2	IQCF2
100233189	3990	ENSSSCG00000004596	ENSG00000166035	LIPC	LIPC
100625316	60526	ENSSSCG00000025357	ENSG00000118961	LDAH	LDAH
100155770	57184	ENSSSCG00000029776	ENSG00000178761	FAM219B	FAM219B
100153228	8658	ENSSSCG00000015851	ENSG00000173273	TNKS	TNKS
100621112	2517	ENSSSCG00000027659	ENSG00000179163	FUCA1	FUCA1
100620512	389124	ENSSSCG00000029447	ENSG00000214681	IQCF5	IQCF5
100514354	2244	ENSSSCG00000008997	ENSG00000171564	FGB	FGB
		ENSSSCG00000037993			
100158004	118812	ENSSSCG00000036954	ENSG00000171160	MORN4	MORN4
100519209	4915	ENSSSCG00000010959	ENSG00000148053	NTRK2	NTRK2
100620649	132141	ENSSSCG00000029827	ENSG00000173389	IQCF1	IQCF1
100156323	10914	ENSSSCG00000002505	ENSG00000090060	PAPOLA	PAPOLA
399543	7450	ENSSSCG00000000712	ENSG00000110799	VWF	VWF
100514888	2021	ENSSSCG00000005661	ENSG00000167136	ENDOG	ENDOG
102167302		ENSSSCG00000035893	ENSG00000285602		
110256115	10626	ENSSSCG00000034049	ENSG00000221926	TRIM16	TRIM16
100152536	10257	ENSSSCG00000026996	ENSG00000125257		ABCC4
100620746	9136	ENSSSCG00000023177	ENSG00000114767	RRP9	RRP9
100156818		ENSSSCG00000010525	ENSG00000249967		
100154551	4351	ENSSSCG00000024990	ENSG00000178802	MPI	MPI
102164431	56000	ENSSSCG00000034054	ENSG00000147206		NXF3
		ENSSSCG00000035443	ENSG00000211638		IGLV8-61
100624534	151449	ENSSSCG00000028931	ENSG00000143869	GDF7	GDF7
100048956	2201	ENSSSCG00000014256	ENSG00000138829	FBN2	FBN2
		ENSSSCG00000040522			
		ENSSSCG00000051703			
100514697	51490	ENSSSCG00000005662	ENSG00000198917	SPOUT1	SPOUT1
		ENSSSCG00000031037	ENSG00000211638		IGLV8-61
		ENSSSCG00000008996			
100513609	9846	ENSSSCG00000014891	ENSG00000033327	GAB2	GAB2
397126	5737	ENSSSCG00000039548	ENSG00000122420	PTGFR	PTGFR
100736804	25946	ENSSSCG00000000292	ENSG00000161642	ZNF385A	ZNF385A
100154403	286187	ENSSSCG00000006204	ENSG00000178125	PPP1R42	PPP1R42
		ENSSSCG00000032042			
396992	6560	ENSSSCG00000028609	ENSG00000124067	SLC12A4	SLC12A4
100152316	57144	ENSSSCG00000007061	ENSG00000101349	PAK5	PAK5
100621002	1269	ENSSSCG00000027849	ENSG00000188822	CNR2	CNR2
		ENSSSCG00000039180	ENSG00000211643		IGLV5-52
100625429	64342	ENSSSCG00000030115	ENSG00000118960	HS1BP3	HS1BP3
100524650	10056	ENSSSCG00000016226	ENSG00000116120		FARSB
100151766	391059	ENSSSCG00000006873	ENSG00000156869	FRRS1	FRRS1
100621265	102724428	ENSSSCG00000035037	ENSG00000275993		SIK1B
100156026	100129654	ENSSSCG00000049935	ENSG00000261787	TCF24	TCF24
396697	2100	ENSSSCG00000005109	ENSG00000140009	ESR2	ESR2
100522092	154661	ENSSSCG00000024485	ENSG00000105784	RUNDC3B	RUNDC3B
110257710	55859	ENSSSCG00000039273	ENSG00000133169		BEX1
		ENSSSCG00000025508			
100155615	60370	ENSSSCG00000036824	ENSG00000119986	AVPI1	AVPI1
100156418	11238	ENSSSCG00000012141	ENSG00000169239	CA5B	CA5B
100625012	55629	ENSSSCG00000023326	ENSG00000189266	PNRC2	PNRC2
106504195	57335	ENSSSCG00000018029	ENSG00000187607		ZNF286A
100620838	10039	ENSSSCG00000023033	ENSG00000041880	PARP3	PARP3
100518724	9448	ENSSSCG00000008164	ENSG00000071054	MAP4K4	MAP4K4
		ENSSSCG00000045186			
	140883	ENSSSCG00000033879	ENSG00000275004	ZNF280B	ZNF280B
		ENSSSCG00000048333			
100626442	54798	ENSSSCG00000026886	ENSG00000197410	DCHS2	DCHS2
102159616	64319	ENSSSCG00000025794	ENSG00000156860	FBRS	FBRS
		ENSSSCG00000042328			
100625104	54810	ENSSSCG00000035582	ENSG00000137960	GIPC2	GIPC2
100154517	10066	ENSSSCG00000001892	ENSG00000140497	SCAMP2	SCAMP2
100738368	84467	ENSSSCG00000013594	ENSG00000142449	FBN3	FBN3
	23532	ENSSSCG00000036408	ENSG00000185686		PRAME
110257686	56000	ENSSSCG00000026976	ENSG00000147206		NXF3
100515931	79660	ENSSSCG00000022797	ENSG00000173281	PPP1R3B	PPP1R3B
100157930	7443	ENSSSCG00000002506	ENSG00000100749	VRK1	VRK1
100522279	254827	ENSSSCG00000023871	ENSG00000177694	NAALADL2	NAALADL2
100626993	57547	ENSSSCG00000025254	ENSG00000197566	ZNF624	ZNF624
100154418	157777	ENSSSCG00000006205	ENSG00000178460	MCMDC2	MCMDC2
100515071	883	ENSSSCG00000005663	ENSG00000286112		
654413	54873	ENSSSCG00000006874	ENSG00000099260	PALMD	PALMD
100625186	10772	ENSSSCG00000036293	ENSG00000188529	SRSF10	SRSF10
100157636	8233	ENSSSCG00000030283	ENSG00000169249		ZRSR2
100154382	118813	ENSSSCG00000010528	ENSG00000155256	ZFYVE27	ZFYVE27
100517504	63926	ENSSSCG00000007063	ENSG00000132623	ANKEF1	ANKEF1
100514245	79731	ENSSSCG00000014893	ENSG00000137513	NARS2	NARS2
100621369	11077	ENSSSCG00000022164	ENSG00000160207		HSF2BP
100144503	388	ENSSSCG00000043781	ENSG00000143878	RHOB	RHOB
100516027	6423	ENSSSCG00000009004	ENSG00000145423	SFRP2	SFRP2
		ENSSSCG00000044063			
100525703	11080	ENSSSCG00000003766	ENSG00000162616	DNAJB4	DNAJB4
102167784	10257	ENSSSCG00000009497	ENSG00000125257		ABCC4
		ENSSSCG00000008599			
		ENSSSCG00000048870			
		ENSSSCG00000038719	ENSG00000211677		IGLC2
100623771	90459	ENSSSCG00000033634	ENSG00000104626	ERI1	ERI1
100522267	5243	ENSSSCG00000032456	ENSG00000085563		ABCB1
100620941	57060	ENSSSCG00000028446	ENSG00000090097	PCBP4	PCBP4
100627578	56271	ENSSSCG00000022635	ENSG00000102409	BEX4	BEX4
100621750	64078	ENSSSCG00000010960	ENSG00000197506	SLC28A3	SLC28A3
		ENSSSCG00000016224			
100737077	8854	ENSSSCG00000025578	ENSG00000128918	ALDH1A2	ALDH1A2
100524396	57336	ENSSSCG00000018031	ENSG00000141040	ZNF287	ZNF287
100621155	23076	ENSSSCG00000021698	ENSG00000160208	RRP1B	RRP1B
100517795	8905	ENSSSCG00000036074	ENSG00000182287	AP1S2	AP1S2
		ENSSSCG00000044014			
		ENSSSCG00000042790			
100523765	90843	ENSSSCG00000012523	ENSG00000180964		TCEAL8
100626706	388341	ENSSSCG00000036776	ENSG00000181350	LRRC75A	LRRC75A
100158146	9890	ENSSSCG00000006875	ENSG00000117600	PLPPR4	PLPPR4
		ENSSSCG00000048147	ENSG00000211657		IGLV3-32
110255845	10257	ENSSSCG00000009496	ENSG00000125257		ABCC4
		ENSSSCG00000012524			
396623	7097	ENSSSCG00000009002	ENSG00000137462	TLR2	TLR2
		ENSSSCG00000014894			
396983	8566	ENSSSCG00000034758	ENSG00000160209	PDXK	PDXK
100520750	25989	ENSSSCG00000001898	ENSG00000140474	ULK3	ULK3
100620588	6616	ENSSSCG00000026985	ENSG00000132639	SNAP25	SNAP25
100623670		ENSSSCG00000042270	ENSG00000211662		IGLV3-21
		ENSSSCG00000038821			
